sourceId,name,category,listUrl,listStatus,itemsFound,detailOkRatio,primaryIssue,suggestedAction,userDecision,userNote
sbc-gzysl,国资购置预算类指南,其他,https://sbc.sztu.edu.cn/fwzn/gzysl.htm,OK,4,0/3,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
bs-zyfz,商学院职业发展,其他,https://bs.sztu.edu.cn/xsgz/zyfz.htm,OK,16,0/3,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
utl-dwgg,交通学院党务公告,党建,https://utl.sztu.edu.cn/djyl/dwgg.htm,OK,12,0/3,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
utl-djppjs,交通学院党建品牌建设,党建,https://utl.sztu.edu.cn/djyl/djppjs.htm,OK,5,0/3,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
tusports-dxyy,体艺学院定向越野校队,其他,https://tusports.sztu.edu.cn/xdxl.jsp?urltype=tree.TreeTempUrl&wbtreeid=1053&a1020514p=1&a1020514c=20,OK,6,0/3,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
bs-jsjhj,商学院竞赛及获奖,其他,https://bs.sztu.edu.cn/rcpy/jsjhj.htm,OK,16,0/3,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
sbc-sbgll,国资设备管理类指南,其他,https://sbc.sztu.edu.cn/fwzn/sbgll.htm,OK,5,0/3,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
cop-txfc,药学院团学风采,学生工作,https://cop.sztu.edu.cn/xsgz/txfc.htm,OK,4,0/3,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
ai-yjs-zsxx,人工智能学院研究生招生信息,招生,https://ai.sztu.edu.cn/rcpy/yjspy/zsxx1.htm,OK,9,0/3,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
tusports-jianshen,体艺学院健身健美校队,其他,https://tusports.sztu.edu.cn/xdxl.jsp?urltype=tree.TreeTempUrl&wbtreeid=1091&a1020514p=1&a1020514c=20,OK,1,0/1,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
sbc-sysgll,国资实验室管理类指南,其他,https://sbc.sztu.edu.cn/fwzn/sysgll.htm,OK,2,0/2,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
utl-sjjx,交通学院实践教学,其他,https://utl.sztu.edu.cn/rcpy/sjjx.htm,OK,8,0/3,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
cop-zsjy,药学院招生就业,招生,https://cop.sztu.edu.cn/zsjy.htm,OK,4,0/3,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
sbc-aqzs,国资安全知识,其他,https://sbc.sztu.edu.cn/aqxc/aqzs.htm,OK,20,0/3,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
tusports-paiwu,体艺学院排舞校队,其他,https://tusports.sztu.edu.cn/xdxl.jsp?urltype=tree.TreeTempUrl&wbtreeid=1094&a1020514p=1&a1020514c=20,OK,3,0/3,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
utl-xsjy,交通学院学生就业,其他,https://utl.sztu.edu.cn/rcpy/xsjy.htm,OK,3,0/1,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
jjjc-gzdt,纪检动态,新闻动态,https://jjjc.sztu.edu.cn/gzdt.htm,OK,4,0/3,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
cop-djhd,药学院党建活动,党建,https://cop.sztu.edu.cn/dqgz/djzj/djhd.htm,OK,4,0/3,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
sbc-jsal,国资警示案例,其他,https://sbc.sztu.edu.cn/aqxc/jsal.htm,OK,5,0/3,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
sjs-gzdt,审计室动态,新闻动态,https://sjs.sztu.edu.cn/gzdt.htm,OK,10,0/3,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
tusports-jxfp,体艺学院极限飞盘校队,其他,https://tusports.sztu.edu.cn/xdxl.jsp?urltype=tree.TreeTempUrl&wbtreeid=1096&a1020514p=1&a1020514c=20,OK,2,0/2,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
cop-jzhb,药学院讲座海报,科研学术,https://cop.sztu.edu.cn/kydt/xsjz/jzhb.htm,OK,9,0/3,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
cop-xzfc,药学院学子风采,学生工作,https://cop.sztu.edu.cn/xsgz/xzfc.htm,OK,4,0/3,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
tusports-youyong,体艺学院游泳校队,其他,https://tusports.sztu.edu.cn/xdxl.jsp?urltype=tree.TreeTempUrl&wbtreeid=1098&a1020514p=1&a1020514c=20,OK,2,0/2,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
sjs-sjgg,审计公告,规章制度,https://sjs.sztu.edu.cn/sjgg.htm,OK,4,0/3,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
jjjc-dnfgzd,纪检党内法规制度,规章制度,https://jjjc.sztu.edu.cn/djfg/dnfgzd.htm,OK,7,0/3,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
utl-xsfc-rydt,交通学院荣誉殿堂,学生工作,https://utl.sztu.edu.cn/xgzj/xsfc/rydt.htm,OK,12,0/3,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
sjs-djgz,审计室党建工作,党建,https://sjs.sztu.edu.cn/djgz.htm,OK,9,0/3,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
tusports-wushu,体艺学院武术校队,其他,https://tusports.sztu.edu.cn/xdxl.jsp?urltype=tree.TreeTempUrl&wbtreeid=1100&a1020514p=1&a1020514c=20,OK,3,0/3,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
cop-glzd,药学院学工管理制度,规章制度,https://cop.sztu.edu.cn/xsgz/glzd.htm,OK,7,0/3,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
jjjc-gjflfg,纪检国家法律法规,其他,https://jjjc.sztu.edu.cn/djfg/gjflfg.htm,OK,1,0/1,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
hq-dtyw,后勤部动态,新闻动态,https://hq.sztu.edu.cn/zhxx/dtyw.htm,OK,15,0/3,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
sjs-fwzn,审计室服务指南,规章制度,https://sjs.sztu.edu.cn/fwzn.htm,OK,5,0/3,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
sjs-sjzcfg,审计室上级政策法规,规章制度,https://sjs.sztu.edu.cn/zcfg/sjzcfg.htm,OK,10,0/3,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
cop-rcpy-zysz,药学院本科专业设置,其他,https://cop.sztu.edu.cn/rcpy/bkjx/zysz.htm,OK,4,0/3,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
utl-kypt,交通学院科研平台,科研学术,https://utl.sztu.edu.cn/kysx/kypt.htm,OK,7,0/3,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
cop-rcpy-pyfa,药学院本科培养方案,其他,https://cop.sztu.edu.cn/rcpy/bkjx/pyfa.htm,OK,4,0/3,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
sjs-xxgzzd,审计室学校规章制度,规章制度,https://sjs.sztu.edu.cn/zcfg/xxgzzd.htm,OK,7,0/3,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
cop-rcpy-tsbpy,药学院特色班培养,其他,https://cop.sztu.edu.cn/rcpy/bkjx/tsbpy.htm,OK,2,0/2,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
hq-djdt,后勤部党建动态,党建,https://hq.sztu.edu.cn/djgz/djdt.htm,OK,15,0/3,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
cop-rcpy-xtalent,药学院 X-taland Program,其他,https://cop.sztu.edu.cn/rcpy/bkjx/X_taland_Program.htm,OK,1,0/1,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
cop-syzx-zxdt,药学院实验中心最新动态,新闻动态,https://cop.sztu.edu.cn/rcpy/syzx/zxdt.htm,OK,4,0/3,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
hq-zcgd,后勤部政策规定,规章制度,https://hq.sztu.edu.cn/hqgk/zcgd.htm,OK,1,0/1,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
it-djdt,信息中心党建动态,党建,https://it.sztu.edu.cn/djgz1.htm,OK,10,0/3,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
it-zcfg,信息中心党建政策法规,党建,https://it.sztu.edu.cn/djgz1/zcfg1.htm,OK,2,0/2,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
hq-dsjy,后勤部大事记要,科研学术,https://hq.sztu.edu.cn/zhxx/dsjy.htm,OK,15,0/3,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
dds-djyl,督导室党建引领,党建,https://dds.sztu.edu.cn/djyl.htm,OK,13,0/1,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
it-wtdy,信息中心常见问题答疑,其他,https://it.sztu.edu.cn/wtdy1.htm,OK,8,0/3,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
hq-fwzn-wxfw,后勤部维修服务,其他,https://hq.sztu.edu.cn/fwzn.htm,OK,1,0/1,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
hq-fwzn-cgfw,后勤部采购服务,其他,https://hq.sztu.edu.cn/fwzn/cgfw.htm,OK,1,0/1,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
dds-xjzd,督导室校级制度,规章制度,https://dds.sztu.edu.cn/gzzd/xjzd.htm,OK,12,0/1,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
hq-fwzn-gwyc,后勤部公务用车,其他,https://hq.sztu.edu.cn/fwzn/gwyc.htm,OK,1,0/1,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
hq-fwzn-zzzf,后勤部周转住房,其他,https://hq.sztu.edu.cn/fwzn/zzzf.htm,OK,3,0/3,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
hq-fwzn-wygl,后勤部物业管理,其他,https://hq.sztu.edu.cn/fwzn/wygl.htm,OK,1,0/1,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
hq-fwzn-xyjy,后勤部校园就医,其他,https://hq.sztu.edu.cn/fwzn/xyjy.htm,OK,1,0/1,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
hq-fwzn-jtcx,后勤部交通出行,其他,https://hq.sztu.edu.cn/fwzn/jtcx.htm,OK,3,0/3,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
hq-ghhd,后勤部工会活动,学生工作,https://hq.sztu.edu.cn/hqfc/ghhd.htm,OK,5,0/3,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
hq-ryzc,后勤部荣誉之窗,其他,https://hq.sztu.edu.cn/hqfc/ryzc.htm,OK,5,0/3,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
hq-fwfc,后勤部服务风采,其他,https://hq.sztu.edu.cn/hqfc/fwfc.htm,OK,7,0/3,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
hq-zsxc,后勤部招生宣传,招生,https://hq.sztu.edu.cn/zhxx/zsxc.htm,OK,2,0/2,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
hq-zcxx,后勤部党建政策信息,党建,https://hq.sztu.edu.cn/djgz/zcxx.htm,OK,15,0/3,NO_DATE_AND_AUTHOR,页面本身无字段，可忽略或用兜底,,
zs-zsdt,招生动态,招生,https://zs.sztu.edu.cn/zsdt.htm,OK,6,0/3,NO_AUTHOR_MOST,可忽略（页面本身常无作者）,,
gra-tzgg,研究生院通知,通知公告,https://gra.sztu.edu.cn/index/tzgg.htm,OK,16,0/1,NO_AUTHOR_MOST,可忽略（页面本身常无作者）,,
ime-xwdt,医工研究院新闻,新闻动态,https://ime.sztu.edu.cn/xwdt.htm,OK,10,0/3,NO_AUTHOR_MOST,可忽略（页面本身常无作者）,,
xtw-txfc,校团委团学风采,学生工作,https://xtw.sztu.edu.cn/xwdt/txfc.htm,OK,7,0/1,NO_AUTHOR_MOST,可忽略（页面本身常无作者）,,
zs-zszc,招生政策,招生,https://zs.sztu.edu.cn/bkzn/zszc1.htm,OK,6,0/3,NO_AUTHOR_MOST,可忽略（页面本身常无作者）,,
gra-dqgz,研究生院党群工作,党建,https://gra.sztu.edu.cn/dqgz.htm,OK,16,0/1,NO_AUTHOR_MOST,可忽略（页面本身常无作者）,,
zs-zsjh,招生计划,招生,https://zs.sztu.edu.cn/bkzn/zsjh1.htm,OK,6,0/3,NO_AUTHOR_MOST,可忽略（页面本身常无作者）,,
ime-kydt,医工研究院科研动态,科研学术,https://ime.sztu.edu.cn/kydt.htm,OK,3,0/3,NO_AUTHOR_MOST,可忽略（页面本身常无作者）,,
jyzd-jyzc,就业政策,规章制度,https://jyzd.sztu.edu.cn/list-noPicture.jsp?urltype=tree.TreeTempUrl&wbtreeid=1020&a1020514p=1&a1020514c=20,OK,15,0/1,NO_AUTHOR_MOST,可忽略（页面本身常无作者）,,
jyzd-jyzd,就业指导,学生工作,https://jyzd.sztu.edu.cn/list-noPicture.jsp?urltype=tree.TreeTempUrl&wbtreeid=1021&a1020514p=1&a1020514c=20,OK,15,0/1,NO_AUTHOR_MOST,可忽略（页面本身常无作者）,,
ime-xydt,医工研究院行业动态,新闻动态,https://ime.sztu.edu.cn/xydt.htm,OK,1,0/1,NO_AUTHOR_MOST,可忽略（页面本身常无作者）,,
gra-xsky,研究生院学术科研,科研学术,https://gra.sztu.edu.cn/pygz/xsky1.htm,OK,7,0/1,NO_AUTHOR_MOST,可忽略（页面本身常无作者）,,
hr-bszn-gdrc,人事高端人才办事指南,规章制度,https://hr.sztu.edu.cn/bszn/gdrc.htm,OK,3,0/3,NO_AUTHOR_MOST,可忽略（页面本身常无作者）,,
zs-zsb,专升本,招生,https://zs.sztu.edu.cn/zsb1.htm,OK,6,0/3,NO_AUTHOR_MOST,可忽略（页面本身常无作者）,,
ime-rczp,医工研究院人才招聘,招聘,https://ime.sztu.edu.cn/jrwm/rczp.htm,OK,2,0/2,NO_AUTHOR_MOST,可忽略（页面本身常无作者）,,
hr-bszn-bsh,人事博士后办事指南,规章制度,https://hr.sztu.edu.cn/bszn/bsh.htm,OK,5,0/3,NO_AUTHOR_MOST,可忽略（页面本身常无作者）,,
xtw-zttr,校团委主题团日,党建,https://xtw.sztu.edu.cn/ztzl1/zttr.htm,OK,3,0/2,NO_AUTHOR_MOST,可忽略（页面本身常无作者）,,
sgim-tjgz,中德学院团建工作,党建,https://sgim.sztu.edu.cn/dtgz2022/tjgz.htm,OK,6,0/3,NO_AUTHOR_MOST,可忽略（页面本身常无作者）,,
gra-gjjl,研究生院国际交流,合作交流,https://gra.sztu.edu.cn/pygz/gjjl1.htm,OK,5,1/2,NO_AUTHOR_MOST,可忽略（页面本身常无作者）,,
sgim-xsgz,中德学院学生工作,其他,https://sgim.sztu.edu.cn/dtgz2022/xsgz.htm,OK,6,0/3,NO_AUTHOR_MOST,可忽略（页面本身常无作者）,,
xtw-qmgc,校团委青马工程,党建,https://xtw.sztu.edu.cn/ztzl1/qmgc.htm,OK,7,0/2,NO_AUTHOR_MOST,可忽略（页面本身常无作者）,,
hr-bszn-gzfl,人事工资福利办事指南,规章制度,https://hr.sztu.edu.cn/bszn/gzfl.htm,OK,4,0/3,NO_AUTHOR_MOST,可忽略（页面本身常无作者）,,
gra-jzgz,研究生院奖助工作,招生,https://gra.sztu.edu.cn/xsgz/jzgz.htm,OK,11,0/2,NO_AUTHOR_MOST,可忽略（页面本身常无作者）,,
sgim-xysh,中德学院校园生活,学生工作,https://sgim.sztu.edu.cn/xywh2022/xysh.htm,OK,6,0/3,NO_AUTHOR_MOST,可忽略（页面本身常无作者）,,
xtw-shsj,校团委社会实践,学生工作,https://xtw.sztu.edu.cn/ztzl1/shsj.htm,OK,7,0/2,NO_AUTHOR_MOST,可忽略（页面本身常无作者）,,
future-rczp-jxky,未来技术学院教学科研岗招聘,招聘,https://futuretechnologyschool.sztu.edu.cn/jrwm/rczp/jxkygw.htm,OK,7,0/3,NO_AUTHOR_MOST,可忽略（页面本身常无作者）,,
sgim-xkjs2,中德学院学科建设,科研学术,https://sgim.sztu.edu.cn/rcpy2022/xkjs.htm,OK,6,0/3,NO_AUTHOR_MOST,可忽略（页面本身常无作者）,,
gra-zyxw,研究生院专业学位,其他,https://gra.sztu.edu.cn/xwgz/zyxw.htm,OK,4,0/2,NO_AUTHOR_MOST,可忽略（页面本身常无作者）,,
sgim-zsxc,中德学院招生宣传,招生,https://sgim.sztu.edu.cn/zsjy2022/zsxc.htm,OK,5,0/3,NO_AUTHOR_MOST,可忽略（页面本身常无作者）,,
gra-ssyjs-tzgg,研究生院硕招通知公告,通知公告,https://gra.sztu.edu.cn/zsxx/ssyjszs1/tzgg.htm,OK,16,0/1,NO_AUTHOR_MOST,可忽略（页面本身常无作者）,,
future-jobs-hdpx,未来技术学院活动培训,其他,https://futuretechnologyschool.sztu.edu.cn/jobs/hdpx/1.htm,OK,5,0/2,NO_AUTHOR_MOST,可忽略（页面本身常无作者）,,
xtw-shetuan,校团委社团,其他,https://xtw.sztu.edu.cn/txzz1/st1.htm,OK,7,0/2,NO_AUTHOR_MOST,可忽略（页面本身常无作者）,,
gra-bsyjs-tzgg,研究生院博招通知公告,通知公告,https://gra.sztu.edu.cn/zsxx/bsyjszs/tzgg.htm,OK,16,0/2,NO_AUTHOR_MOST,可忽略（页面本身常无作者）,,
future-jobs-rycg,未来技术学院创业荣誉成果,其他,https://futuretechnologyschool.sztu.edu.cn/jobs/rycg.htm,OK,9,0/3,NO_AUTHOR_MOST,可忽略（页面本身常无作者）,,
sgim-jyzd,中德学院就业指导,学生工作,https://sgim.sztu.edu.cn/zsjy2022/jyzd.htm,OK,6,0/3,NO_AUTHOR_MOST,可忽略（页面本身常无作者）,,
xtw-hjqk,校团委获奖情况,其他,https://xtw.sztu.edu.cn/ztzl1/jdqn1/hjqk.htm,OK,5,0/2,NO_AUTHOR_MOST,可忽略（页面本身常无作者）,,
xtw-xzfc,校团委学子风采,学生工作,https://xtw.sztu.edu.cn/ztzl1/jdqn1/xzfc.htm,OK,7,0/2,NO_AUTHOR_MOST,可忽略（页面本身常无作者）,,
gra-jwlhpyzs,研究生院境外联合培养招生,招生,https://gra.sztu.edu.cn/zsxx/jwlhpyzs.htm,OK,5,0/2,NO_AUTHOR_MOST,可忽略（页面本身常无作者）,,
gra-bszn,研究生院办事指南,规章制度,https://gra.sztu.edu.cn/zhfw/bszn1.htm,OK,16,0/2,NO_AUTHOR_MOST,可忽略（页面本身常无作者）,,
utl-xydt,交通学院动态,新闻动态,https://utl.sztu.edu.cn/xwzx/xydt.htm,OK,2,外链 2,OK_ALL_EXTERNAL,全外链，短路处理正常,,
xtw-tzgg,校团委通知公告,通知公告,https://xtw.sztu.edu.cn/tzyg/tzgg.htm,OK,1,外链 1,OK_ALL_EXTERNAL,全外链，短路处理正常,,
utl-tzgg,交通学院通知,通知公告,https://utl.sztu.edu.cn/xwzx/tzgg.htm,OK,2,外链 2,OK_ALL_EXTERNAL,全外链，短路处理正常,,
www-mtjj,媒体聚焦,合作交流,https://www.sztu.edu.cn/jdjd/mtjj.htm,OK,10,外链 3,OK_ALL_EXTERNAL,全外链，短路处理正常,,
xtw-dtyl,校团委灯塔引领,党建,https://xtw.sztu.edu.cn/xwdt/dtyl.htm,OK,7,外链 3,OK_ALL_EXTERNAL,全外链，短路处理正常,,
xtw-kjcx,校团委科技创新,学生工作,https://xtw.sztu.edu.cn/xwdt/kjcx.htm,OK,7,外链 3,OK_ALL_EXTERNAL,全外链，短路处理正常,,
gra-szgz,研究生院思政工作,党建,https://gra.sztu.edu.cn/xsgz/szgz.htm,OK,9,外链 3,OK_ALL_EXTERNAL,全外链，短路处理正常,,
xtw-jjfw,校团委聚焦服务,学生工作,https://xtw.sztu.edu.cn/xwdt/jjfw.htm,OK,7,外链 3,OK_ALL_EXTERNAL,全外链，短路处理正常,,
utl-txfc,交通学院团学风采,学生工作,https://utl.sztu.edu.cn/xgzj/xstd/txfc.htm,OK,2,外链 2,OK_ALL_EXTERNAL,全外链，短路处理正常,,
aqbw-tzgg,保卫部通知,通知公告,https://aqbw.sztu.edu.cn/tzgg.htm,OK,5,外链 3,OK_ALL_EXTERNAL,全外链，短路处理正常,,
utl-xqhz,交通学院校企合作,合作交流,https://utl.sztu.edu.cn/kysx/xqhz.htm,OK,2,外链 2,OK_ALL_EXTERNAL,全外链，短路处理正常,,
aqbw-gzdt,保卫部动态,新闻动态,https://aqbw.sztu.edu.cn/gzdt.htm,OK,5,外链 3,OK_ALL_EXTERNAL,全外链，短路处理正常,,
gra-xyhd,研究生院校园活动,学生工作,https://gra.sztu.edu.cn/xsgz/xyhd.htm,OK,16,外链 3,OK_ALL_EXTERNAL,全外链，短路处理正常,,
xtw-qndxx,校团委青年大学习,学生工作,https://xtw.sztu.edu.cn/zhtj1/qndxx.htm,OK,1,外链 1,OK_ALL_EXTERNAL,全外链，短路处理正常,,
cep-jlry,工程物理学院奖励荣誉,其他,https://cep.sztu.edu.cn/ssyd1/jlry.htm,OK,12,外链 3,OK_ALL_EXTERNAL,全外链，短路处理正常,,
utl-gzzd,交通学院学工规章制度,规章制度,https://utl.sztu.edu.cn/xgzj/gzzd.htm,OK,2,外链 2,OK_ALL_EXTERNAL,全外链，短路处理正常,,
gra-jyfg,研究生院教育法规,其他,https://gra.sztu.edu.cn/zhfw/jyfg1.htm,OK,6,外链 3,OK_ALL_EXTERNAL,全外链，短路处理正常,,
utl-qmgc,交通学院青马工程,党建,https://utl.sztu.edu.cn/xgzj/xstd/qmgc.htm,OK,2,外链 2,OK_ALL_EXTERNAL,全外链，短路处理正常,,
utl-shsj,交通学院社会实践,学生工作,https://utl.sztu.edu.cn/xgzj/xstd/shsj.htm,OK,2,外链 2,OK_ALL_EXTERNAL,全外链，短路处理正常,,
utl-xshd,交通学院学生活动,学生工作,https://utl.sztu.edu.cn/xgzj/xstd/xshd.htm,OK,2,外链 2,OK_ALL_EXTERNAL,全外链，短路处理正常,,
dds-xwtz,督导室新闻通知,通知公告,https://dds.sztu.edu.cn/xwtz.htm,OK,13,外链 3,OK_ALL_EXTERNAL,全外链，短路处理正常,,
utl-kytd,交通学院科研团队,科研学术,https://utl.sztu.edu.cn/kysx/kytd.htm,OK,2,外链 2,OK_ALL_EXTERNAL,全外链，短路处理正常,,
aqbw-zcx,保卫部党建政策信息,党建,https://aqbw.sztu.edu.cn/djgz/zcx.htm,OK,5,外链 3,OK_ALL_EXTERNAL,全外链，短路处理正常,,
dds-sbjzd,督导室省部级制度,规章制度,https://dds.sztu.edu.cn/gzzd/sbjzd.htm,OK,11,外链 3,OK_ALL_EXTERNAL,全外链，短路处理正常,,
aqbw-xfaq,保卫部消防安全,其他,https://aqbw.sztu.edu.cn/aqjy1/xfaq.htm,OK,5,外链 3,OK_ALL_EXTERNAL,全外链，短路处理正常,,
aqbw-zhzl,保卫部综合治理,其他,https://aqbw.sztu.edu.cn/aqjy1/zhzl.htm,OK,5,外链 3,OK_ALL_EXTERNAL,全外链，短路处理正常,,
icoc-xyxw,集成电路学院新闻,新闻动态,https://icoc.sztu.edu.cn/xwzx/xyxw.htm,OK,11,2/2,OK,保留,,
www-xyxw,校园新闻,新闻动态,https://www.sztu.edu.cn/jdjd/xyxw.htm,OK,6,2/2,OK,保留,,
intl-jdxw,国际合作部焦点新闻,合作交流,https://international.sztu.edu.cn/jdxw.htm,OK,7,1/1,OK,保留,,
nmne-xydt,新材料学院动态,新闻动态,https://nmne.sztu.edu.cn/xwzx/xydt.htm,OK,12,2/2,OK,保留,,
www-wyhd,文娱活动,学生工作,https://www.sztu.edu.cn/hljd/xyhd/wyhd.htm,OK,9,3/3,OK,保留,,
hsee-tzgg,健康环境学院通知,通知公告,https://hsee.sztu.edu.cn/tzgg.htm,OK,20,3/3,OK,保留,,
sfl-tzgg,外国语学院通知,通知公告,https://sfl.sztu.edu.cn/tzgg.htm,OK,20,3/3,OK,保留,,
icoc-tzgg,集成电路学院通知,通知公告,https://icoc.sztu.edu.cn/xwzx/tzgg.htm,OK,11,2/2,OK,保留,,
intl-jwjl,国际合作部境外交流,合作交流,https://international.sztu.edu.cn/gjjl/jwjl.htm,OK,7,1/1,OK,保留,,
cep-tzgg,工程物理学院通知,通知公告,https://cep.sztu.edu.cn/tzgg1/tzg.htm,OK,15,3/3,OK,保留,,
www-tyhd,体育活动,学生工作,https://www.sztu.edu.cn/hljd/xyhd/tyhd.htm,OK,4,3/3,OK,保留,,
cwb-xxgk,财务部信息公开,规章制度,https://cwb.sztu.edu.cn/xxgk.htm,OK,15,2/3,OK,保留,,
nmne-tzgg,新材料学院通知,通知公告,https://nmne.sztu.edu.cn/xwzx/tzgg.htm,OK,12,3/3,OK,保留,,
cwb-gzdt,财务部工作动态,新闻动态,https://cwb.sztu.edu.cn/gzdt.htm,OK,15,3/3,OK,保留,,
hsee-djhd,健康环境学院党建活动,党建,https://hsee.sztu.edu.cn/djzl/djhd.htm,OK,20,3/3,OK,保留,,
icoc-xscg,集成电路学院科学研究,科研学术,https://icoc.sztu.edu.cn/kxyj/xscg.htm,OK,7,2/2,OK,保留,,
cep-dtjs,工程物理学院党团建设,党建,https://cep.sztu.edu.cn/dtjs.htm,OK,15,1/1,OK,保留,,
nmne-djdt,新材料学院党建动态,党建,https://nmne.sztu.edu.cn/djgz/djdt.htm,OK,9,3/3,OK,保留,,
www-jdfg,技大风光,新闻动态,https://www.sztu.edu.cn/hljd/jdfg.htm,OK,9,3/3,OK,保留,,
intl-lfjl,国际合作部来访交流,合作交流,https://international.sztu.edu.cn/gjjl/lfjl.htm,OK,7,1/1,OK,保留,,
www-gjjl,国际交流,合作交流,https://www.sztu.edu.cn/dwjl/gjjl.htm,OK,9,3/3,OK,保留,,
sfl-dqgz,外国语学院党群工作,党建,https://sfl.sztu.edu.cn/dqgz.htm,OK,20,3/3,OK,保留,,
intl-ykzxm-2018,国际合作部 2018 年项目,合作交流,https://international.sztu.edu.cn/jljhxm/ykzxm/a2018n.htm,OK,3,1/1,OK,保留,,
cep-zpxx,工程物理学院招聘信息,招聘,https://cep.sztu.edu.cn/tzgg1/zpxx.htm,OK,4,2/2,OK,保留,,
www-xsjwjl,学生境外交流,合作交流,https://www.sztu.edu.cn/dwjl/xsjwjl.htm,OK,9,3/3,OK,保留,,
cwb-zcfg,财务部政策法规,规章制度,https://cwb.sztu.edu.cn/zcfg.htm,OK,15,3/3,OK,保留,,
nmne-jzt,新材料学院讲座通知,科研学术,https://nmne.sztu.edu.cn/xwzx/jzt.htm,OK,12,3/3,OK,保留,,
sao-bszn,党委学工部办事指南,规章制度,https://sao.sztu.edu.cn/bszn.htm,OK,2,2/2,OK,保留,,
